order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,Sheet_Label
9203,0,US,Crafts,Home Arts & Crafts,,,,,160667,2,Parent,Crafts > Home Arts & Crafts,Home Arts & Crafts,Term Based BN?
9283,0,US,Crafts,Kids' Crafts,,,,,116652,2,Parent,Crafts > Kids' Crafts,Kids' Crafts,Term Based BN?
9297,0,US,Crafts,Leathercrafts,,,,,28131,2,Parent,Crafts > Leathercrafts,Leathercraft Tools & Supplies,Term Based BN?
9329,0,US,Crafts,Multi-Purpose Craft Supplies,,,,,28102,2,Parent,Crafts > Multi-Purpose Craft Supplies,Multi-Purpose Craft Supplies,Term Based BN?
9400,0,US,Crafts,Needlecrafts & Yarn,,,,,160706,2,Parent,Crafts > Needlecrafts & Yarn,"Yarn, Sewing & Needlecraft Supplies",Term Based BN?
9524,0,US,Crafts,Scrapbooking & Paper Crafts,,,,,11788,2,Parent,Crafts > Scrapbooking & Paper Crafts,Scrapbooking & Paper Craft Supplies,Term Based BN?
9658,0,US,Crafts,"Sculpting, Molding & Ceramics",,,,,183302,2,Parent,"Crafts > Sculpting, Molding & Ceramics","Sculpting, Molding & Ceramics Craft Supplies",Term Based BN?
9574,0,US,Crafts,Sewing,,,,,160737,2,Parent,Crafts > Sewing,Sewing Tools & Supplies,Term Based BN?
9686,0,US,Crafts,Stamping & Embossing,,,,,3122,2,Parent,Crafts > Stamping & Embossing,Craft Stamping & Embossing Supplies,Term Based BN?
9698,0,US,Crafts,Wholesale Lots,,,,,45074,2,Parent,Crafts > Wholesale Lots,Crafts Wholesale Lots,Term Based BN?
9712,0,US,Dolls & Bears,"Bears, Clothing & Accessories",,,,,262353,2,Parent,"Dolls & Bears > Bears, Clothing & Accessories","Teddy Bears, Clothing & Accessories",Term Based BN?
9732,0,US,Dolls & Bears,Dollhouse Miniatures,,,,,1202,2,Parent,Dolls & Bears > Dollhouse Miniatures,Dollhouses & Dollhouse Miniatures,Term Based BN?
9718,0,US,Dolls & Bears,"Dolls, Clothing & Accessories",,,,,238,2,Parent,"Dolls & Bears > Dolls, Clothing & Accessories","Dolls, Clothing & Accessories",Term Based BN?
9753,0,US,Entertainment Memorabilia,Autographs-Original,,,,,57,2,Parent,Entertainment Memorabilia > Autographs-Original,Original Autographed Entertainment Memorabilia,Term Based BN?
9783,0,US,Entertainment Memorabilia,Autographs-Reprints,,,,,104412,2,Parent,Entertainment Memorabilia > Autographs-Reprints,Reprinted Autographed Entertainment Memorabilia,Term Based BN?
9795,0,US,Entertainment Memorabilia,Movie Memorabilia,,,,,196,2,Parent,Entertainment Memorabilia > Movie Memorabilia,Movie Memorabilia,Term Based BN?
9961,0,US,Entertainment Memorabilia,Music Memorabilia,,,,,2329,2,Parent,Entertainment Memorabilia > Music Memorabilia,Music Memorabilia,Term Based BN?
10591,0,US,Entertainment Memorabilia,Television Memorabilia,,,,,1424,2,Parent,Entertainment Memorabilia > Television Memorabilia,TV Memorabilia,Term Based BN?
10670,0,US,Entertainment Memorabilia,Theater Memorabilia,,,,,2362,2,Parent,Entertainment Memorabilia > Theater Memorabilia,Theater Memorabilia,Term Based BN?
16767,0,US,Everything Else,Career Development & Education,,,,,3143,2,Parent,Everything Else > Career Development & Education,Education & Career Development Essentials,Term Based BN?
16781,0,US,Everything Else,Funeral & Cemetery,,,,,88739,2,Parent,Everything Else > Funeral & Cemetery,Funeral & Cemetery Items,Term Based BN?
16789,0,US,Everything Else,Genealogy,,,,,20925,2,Parent,Everything Else > Genealogy,Genealogy Items,Term Based BN?
16806,0,US,Everything Else,Information Products,,,,,102480,2,Parent,Everything Else > Information Products,Information Products,Term Based BN?
16820,0,US,Everything Else,Metaphysical,,,,,19266,2,Parent,Everything Else > Metaphysical,Metaphysical Items,Term Based BN?
16866,0,US,Everything Else,Personal Development,,,,,102329,2,Parent,Everything Else > Personal Development,Personal Development Products,Term Based BN?
16871,0,US,Everything Else,Personal Security,,,,,102535,2,Parent,Everything Else > Personal Security,Personal Security Essentials,Term Based BN?
16878,0,US,Everything Else,Religious Products & Supplies,,,,,102545,2,Parent,Everything Else > Religious Products & Supplies,Religious Products & Supplies,Term Based BN?
16890,0,US,Everything Else,Weird Stuff,,,,,1466,2,Parent,Everything Else > Weird Stuff,Weird Stuff,Term Based BN?
16776,0,US,Everything Else,eBay Special Offers,,,,,177600,2,Parent,Everything Else > eBay Special Offers,eBay Special Offers,Term Based BN?
10717,0,US,Health & Beauty,Bath & Body,,,,,11838,2,Parent,Health & Beauty > Bath & Body,Bath & Body Products,Term Based BN?
11159,0,US,Health & Beauty,"Electronic Smoking, Parts & Accs",,,,,183497,2,Parent,"Health & Beauty > Electronic Smoking, Parts & Accs","E-Cigarettes, Vapes & Accessories",Term Based BN?
10734,0,US,Health & Beauty,Fragrances,,,,,180345,2,Parent,Health & Beauty > Fragrances,Fragrances,Term Based BN?
10739,0,US,Health & Beauty,Hair Care & Styling,,,,,11854,2,Parent,Health & Beauty > Hair Care & Styling,Hair Care & Styling Products,Term Based BN?
10758,0,US,Health & Beauty,Health Care,,,,,67588,2,Parent,Health & Beauty > Health Care,Health Care Products,Term Based BN?
10856,0,US,Health & Beauty,Makeup,,,,,31786,2,Parent,Health & Beauty > Makeup,Makeup Products,Term Based BN?
10895,0,US,Health & Beauty,Massage,,,,,36447,2,Parent,Health & Beauty > Massage,Massaging Equipment & Supplies,Term Based BN?
10904,0,US,Health & Beauty,Medical & Mobility,,,,,11778,2,Parent,Health & Beauty > Medical & Mobility,Medical & Mobility,Term Based BN?
10952,0,US,Health & Beauty,"Nail Care, Manicure & Pedicure",,,,,47945,2,Parent,"Health & Beauty > Nail Care, Manicure & Pedicure","Manicure, Pedicure & Nail Care Products",Term Based BN?
10985,0,US,Health & Beauty,Natural & Alternative Remedies,,,,,67659,2,Parent,Health & Beauty > Natural & Alternative Remedies,Natural & Alternative Remedies,Term Based BN?
11004,0,US,Health & Beauty,Oral Care,,,,,31769,2,Parent,Health & Beauty > Oral Care,Oral Care Products,Term Based BN?
11021,0,US,Health & Beauty,Salon & Spa Equipment,,,,,177731,2,Parent,Health & Beauty > Salon & Spa Equipment,Salon & Spa Equipment,Term Based BN?
11034,0,US,Health & Beauty,Shaving & Hair Removal,,,,,31762,2,Parent,Health & Beauty > Shaving & Hair Removal,Shaving & Hair Removal Products,Term Based BN?
11057,0,US,Health & Beauty,Skin Care,,,,,11863,2,Parent,Health & Beauty > Skin Care,Skin Care Products,Term Based BN?
11076,0,US,Health & Beauty,Sun Protection & Tanning,,,,,31772,2,Parent,Health & Beauty > Sun Protection & Tanning,Sun Protection & Tanning Products,Term Based BN?
11090,0,US,Health & Beauty,Tattoos & Body Art,,,,,33914,2,Parent,Health & Beauty > Tattoos & Body Art,Tattoos & Body Art Products,Term Based BN?
11109,0,US,Health & Beauty,Vision Care,,,,,31414,2,Parent,Health & Beauty > Vision Care,Vision Care Products,Term Based BN?
11125,0,US,Health & Beauty,Vitamins & Lifestyle Supplements,,,,,180959,2,Parent,Health & Beauty > Vitamins & Lifestyle Supplements,Vitamins & Lifestyle Supplements,Term Based BN?
11147,0,US,Health & Beauty,Wholesale Lots,,,,,40965,2,Parent,Health & Beauty > Wholesale Lots,Health & Beauty Wholesale Lots,Term Based BN?
11166,0,US,Home & Garden,Bath,,,,,26677,2,Parent,Home & Garden > Bath,"Bathroom Fixtures, Accessories & Supplies",Term Based BN?
11236,0,US,Home & Garden,Bedding,,,,,20444,2,Parent,Home & Garden > Bedding,Bedding,Term Based BN?
11252,0,US,Home & Garden,Candles & Home Fragrance,,,,,262975,2,Parent,Home & Garden > Candles & Home Fragrance,Candles & Home Fragrance,Term Based BN?
11256,0,US,Home & Garden,Food & Beverages,,,,,14308,2,Parent,Home & Garden > Food & Beverages,Food & Beverages,Term Based BN?
11396,0,US,Home & Garden,Fresh Cut Flowers,,,,,178069,2,Parent,Home & Garden > Fresh Cut Flowers,Fresh Cut Flowers & Supplies,Term Based BN?
11399,0,US,Home & Garden,Furniture,,,,,3197,2,Parent,Home & Garden > Furniture,Home Furniture,Term Based BN?
11433,0,US,Home & Garden,Greeting Cards & Party Supply,,,,,16086,2,Parent,Home & Garden > Greeting Cards & Party Supply,Greeting Cards & Party Supplies,Term Based BN?
11467,0,US,Home & Garden,Holiday & Seasonal Décor,,,,,170090,2,Parent,Home & Garden > Holiday & Seasonal Décor,Holiday & Seasonal Décor,Term Based BN?
11488,0,US,Home & Garden,Home Décor,,,,,10033,2,Parent,Home & Garden > Home Décor,Home Décor,Term Based BN?
11525,0,US,Home & Garden,Home Improvement,,,,,159907,2,Parent,Home & Garden > Home Improvement,Home Improvement,Term Based BN?
11909,0,US,Home & Garden,Household Supplies & Cleaning,,,,,299,2,Parent,Home & Garden > Household Supplies & Cleaning,Household & Cleaning Supplies,Term Based BN?
11971,0,US,Home & Garden,Kids & Teens at Home,,,,,176988,2,Parent,Home & Garden > Kids & Teens at Home,Kids' & Teens' Home Items,Term Based BN?
12282,0,US,Home & Garden,Kitchen Fixtures,,,,,177073,2,Parent,Home & Garden > Kitchen Fixtures,Kitchen Fixtures,Term Based BN?
12037,0,US,Home & Garden,"Kitchen, Dining & Bar",,,,,20625,2,Parent,"Home & Garden > Kitchen, Dining & Bar","Kitchen, Dining & Bar Supplies",Term Based BN?
12293,0,US,Home & Garden,"Lamps, Lighting & Ceiling Fans",,,,,20697,2,Parent,"Home & Garden > Lamps, Lighting & Ceiling Fans","Lamps, Lighting & Ceiling Fans",Term Based BN?
12312,0,US,Home & Garden,Major Appliances,,,,,20710,2,Parent,Home & Garden > Major Appliances,"Major Appliances, Parts & Accessories",Term Based BN?
12336,0,US,Home & Garden,Rugs & Carpets,,,,,20571,2,Parent,Home & Garden > Rugs & Carpets,Rugs & Carpets,Term Based BN?
12348,0,US,Home & Garden,School Supplies,,,,,16092,2,Parent,Home & Garden > School Supplies,School Supplies,Term Based BN?
12355,0,US,Home & Garden,Tools & Workshop Equipment,,,,,631,2,Parent,Home & Garden > Tools & Workshop Equipment,Tools & Workshop Equipment,Term Based BN?
12553,0,US,Home & Garden,Wedding Supplies,,,,,11827,2,Parent,Home & Garden > Wedding Supplies,Wedding Supplies,Term Based BN?
12929,0,US,Home & Garden,Wholesale Lots,,,,,31605,2,Parent,Home & Garden > Wholesale Lots,Home & Garden Wholesale Lots,Term Based BN?
12577,0,US,Home & Garden,Window Treatments & Hardware,,,,,63514,2,Parent,Home & Garden > Window Treatments & Hardware,Window Treatments & Hardware,Term Based BN?
12586,0,US,Home & Garden,"Yard, Garden & Outdoor Living",,,,,159912,2,Parent,"Home & Garden > Yard, Garden & Outdoor Living","Yard, Garden & Outdoor Living Items",Term Based BN?
12952,0,US,Jewelry & Watches,Children's Jewelry,,,,,84605,2,Parent,Jewelry & Watches > Children's Jewelry,Children's Jewelry,Term Based BN?
12958,0,US,Jewelry & Watches,Engagement & Wedding,,,,,91427,2,Parent,Jewelry & Watches > Engagement & Wedding,Engagement & Wedding Jewelry,Term Based BN?
12962,0,US,Jewelry & Watches,"Ethnic, Regional & Tribal",,,,,262025,2,Parent,"Jewelry & Watches > Ethnic, Regional & Tribal","Ethnic, Regional & Tribal Jewelry",Term Based BN?
12971,0,US,Jewelry & Watches,Fashion Jewelry,,,,,10968,2,Parent,Jewelry & Watches > Fashion Jewelry,Fashion Jewelry,Term Based BN?
12981,0,US,Jewelry & Watches,Fine Jewelry,,,,,4196,2,Parent,Jewelry & Watches > Fine Jewelry,Fine Jewelry,Term Based BN?
12991,0,US,Jewelry & Watches,Handcrafted & Artisan Jewelry,,,,,110633,2,Parent,Jewelry & Watches > Handcrafted & Artisan Jewelry,Handcrafted & Artisan Jewelry,Term Based BN?
13035,0,US,Jewelry & Watches,"Jewelry Care, Design & Repair",,,,,164352,2,Parent,"Jewelry & Watches > Jewelry Care, Design & Repair","Jewelry Care, Design & Repair",Term Based BN?
13001,0,US,Jewelry & Watches,Loose Diamonds & Gemstones,,,,,491,2,Parent,Jewelry & Watches > Loose Diamonds & Gemstones,Loose Diamonds & Gemstones,Term Based BN?
13005,0,US,Jewelry & Watches,Men's Jewelry,,,,,10290,2,Parent,Jewelry & Watches > Men's Jewelry,Men's Jewelry,Term Based BN?
13016,0,US,Jewelry & Watches,Vintage & Antique Jewelry,,,,,262024,2,Parent,Jewelry & Watches > Vintage & Antique Jewelry,Vintage & Antique Jewelry,Term Based BN?
13045,0,US,Jewelry & Watches,"Watches, Parts & Accessories",,,,,260324,2,Parent,"Jewelry & Watches > Watches, Parts & Accessories","Watches, Parts & Accessories",Term Based BN?
13077,0,US,Musical Instruments & Gear,Brass,,,,,16212,2,Parent,Musical Instruments & Gear > Brass,Brass Instruments,Term Based BN?
13104,0,US,Musical Instruments & Gear,DJ Equipment,,,,,48458,2,Parent,Musical Instruments & Gear > DJ Equipment,DJ Equipment,Term Based BN?
13125,0,US,Musical Instruments & Gear,General Accessories,,,,,180008,2,Parent,Musical Instruments & Gear > General Accessories,Musical Instrument General Accessories,Term Based BN?
13131,0,US,Musical Instruments & Gear,Guitars & Basses,,,,,3858,2,Parent,Musical Instruments & Gear > Guitars & Basses,Guitars & Basses,Term Based BN?
13191,0,US,Musical Instruments & Gear,Karaoke Entertainment,,,,,175696,2,Parent,Musical Instruments & Gear > Karaoke Entertainment,Karaoke Entertainment Equipment,Term Based BN?
13197,0,US,Musical Instruments & Gear,Percussion,,,,,180012,2,Parent,Musical Instruments & Gear > Percussion,Percussion Instruments,Term Based BN?
13248,0,US,Musical Instruments & Gear,"Pianos, Keyboards & Organs",,,,,180010,2,Parent,"Musical Instruments & Gear > Pianos, Keyboards & Organs","Pianos, Keyboards & Organs",Term Based BN?
13276,0,US,Musical Instruments & Gear,Pro Audio Equipment,,,,,180014,2,Parent,Musical Instruments & Gear > Pro Audio Equipment,Pro Audio Equipment,Term Based BN?
13300,0,US,Musical Instruments & Gear,Sheet Music & Song Books,,,,,180015,2,Parent,Musical Instruments & Gear > Sheet Music & Song Books,Sheet Music & Song Books,Term Based BN?
13303,0,US,Musical Instruments & Gear,Stage Lighting & Effects,,,,,12922,2,Parent,Musical Instruments & Gear > Stage Lighting & Effects,Stage Lighting & Effects,Term Based BN?
13319,0,US,Musical Instruments & Gear,String,,,,,180016,2,Parent,Musical Instruments & Gear > String,String Instruments,Term Based BN?
13400,0,US,Musical Instruments & Gear,Vintage Musical Instruments,,,,,181162,2,Parent,Musical Instruments & Gear > Vintage Musical Instruments,Vintage Musical Instruments,Term Based BN?
13358,0,US,Musical Instruments & Gear,Wind & Woodwind,,,,,10181,2,Parent,Musical Instruments & Gear > Wind & Woodwind,Wind & Woodwind Instruments,Term Based BN?
13496,0,US,Pet Supplies,Bird Supplies,,,,,20734,2,Parent,Pet Supplies > Bird Supplies,Bird Supplies,Term Based BN?
13505,0,US,Pet Supplies,Cat Supplies,,,,,20737,2,Parent,Pet Supplies > Cat Supplies,Cat Supplies,Term Based BN?
13527,0,US,Pet Supplies,Dog Supplies,,,,,20742,2,Parent,Pet Supplies > Dog Supplies,Dog Supplies,Term Based BN?
13595,0,US,Pet Supplies,Fish & Aquariums,,,,,20754,2,Parent,Pet Supplies > Fish & Aquariums,Fish & Aquariums,Term Based BN?
13624,0,US,Pet Supplies,Small Animal Supplies,,,,,259320,2,Parent,Pet Supplies > Small Animal Supplies,Small Animal Supplies,Term Based BN?
13646,0,US,Pottery & Glass,"Decorative Cookware, Dinnerware & Serveware",,,,,262364,2,Parent,"Pottery & Glass > Decorative Cookware, Dinnerware & Serveware","Decorative Cookware, Dinnerware & Serveware",Term Based BN?
13665,0,US,Pottery & Glass,Decorative Pottery & Glassware,,,,,262384,2,Parent,Pottery & Glass > Decorative Pottery & Glassware,Decorative Pottery & Glassware,Term Based BN?
13641,0,US,Pottery & Glass,Drinkware & Barware,,,,,262359,2,Parent,Pottery & Glass > Drinkware & Barware,Pottery & Glass Drinkware & Barware,Term Based BN?
13690,0,US,Pottery & Glass,"Lamps, Lighting",,,,,262410,2,Parent,"Pottery & Glass > Lamps, Lighting","Pottery & Glass Lamps, Lighting",Term Based BN?
13703,0,US,Specialty Services,Artistic Services,,,,,47126,2,Parent,Specialty Services > Artistic Services,Artistic Services,Term Based BN?
13710,0,US,Specialty Services,Custom Clothing & Jewelry,,,,,50343,2,Parent,Specialty Services > Custom Clothing & Jewelry,Custom Clothing & Jewelry Services,Term Based BN?
13725,0,US,Specialty Services,Home Improvement Services,,,,,170048,2,Parent,Specialty Services > Home Improvement Services,Home Improvement Services,Term Based BN?
13738,0,US,Specialty Services,Item Based Services,,,,,175814,2,Parent,Specialty Services > Item Based Services,Item Based Services,Term Based BN?
13744,0,US,Specialty Services,Media Editing & Duplication,,,,,50355,2,Parent,Specialty Services > Media Editing & Duplication,Media Editing & Duplication Services,Term Based BN?
13748,0,US,Specialty Services,Printing & Personalization,,,,,20943,2,Parent,Specialty Services > Printing & Personalization,Printing & Personalization Services,Term Based BN?
13761,0,US,Specialty Services,Restoration & Repair,,,,,47119,2,Parent,Specialty Services > Restoration & Repair,Restoration & Repair Services,Term Based BN?
13769,0,US,Specialty Services,Web & Computer Services,,,,,47104,2,Parent,Specialty Services > Web & Computer Services,Web & Computer Services,Term Based BN?
13717,0,US,Specialty Services,eBay Auction Services,,,,,50349,2,Parent,Specialty Services > eBay Auction Services,eBay Auction Services,Term Based BN?
13777,0,US,Sporting Goods,"Boxing, Martial Arts & MMA",,,,,179767,2,Parent,"Sporting Goods > Boxing, Martial Arts & MMA",Boxing & MMA Equipment,Term Based BN?
13819,0,US,Sporting Goods,Camping & Hiking,,,,,16034,2,Parent,Sporting Goods > Camping & Hiking,Camping & Hiking Equipment,Term Based BN?
13927,0,US,Sporting Goods,Cycling,,,,,7294,2,Parent,Sporting Goods > Cycling,Cycling Equipment,Term Based BN?
14040,0,US,Sporting Goods,Fishing,,,,,1492,2,Parent,Sporting Goods > Fishing,Fishing Equipment & Supplies,Term Based BN?
14123,0,US,Sporting Goods,"Fitness, Running & Yoga",,,,,15273,2,Parent,"Sporting Goods > Fitness, Running & Yoga","Fitness, Running & Yoga Equipment",Term Based BN?
14238,0,US,Sporting Goods,Golf,,,,,1513,2,Parent,Sporting Goods > Golf,Golf Equipment,Term Based BN?
14318,0,US,Sporting Goods,Hunting,,,,,7301,2,Parent,Sporting Goods > Hunting,Hunting Equipment,Term Based BN?
14452,0,US,Sporting Goods,Indoor Games,,,,,36274,2,Parent,Sporting Goods > Indoor Games,Indoor Games,Term Based BN?
14490,0,US,Sporting Goods,Outdoor Sports,,,,,159043,2,Parent,Sporting Goods > Outdoor Sports,Outdoor Sports,Term Based BN?
