order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,BN Title,CFN / BNT Misaligned?,Sheet_Label,Term Based BN?
148,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,DTS,,,169319,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > DTS,Cadillac DTS, ,  ,Term Based BN?,  
149,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,Eldorado,,,6147,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > Eldorado,Cadillac Eldorado, ,  ,Term Based BN?,  
150,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,ELR,,,179659,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > ELR,Cadillac ELR, ,  ,Term Based BN?,  
151,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,Escalade,,,6148,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > Escalade,Cadillac Escalade, ,  ,Term Based BN?,  
152,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,Fleetwood,,,6149,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > Fleetwood,Cadillac Fleetwood, ,  ,Term Based BN?,  
153,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,Seville,,,6151,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > Seville,Cadillac Seville, ,  ,Term Based BN?,  
154,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,SRX,,,98058,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > SRX,Cadillac SRX, ,  ,Term Based BN?,  
155,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,STS,,,124117,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > STS,Cadillac STS, ,  ,Term Based BN?,  
156,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,XLR,,,98059,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > XLR,Cadillac XLR, ,  ,Term Based BN?,  
157,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,XT5,,,184391,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > XT5,Cadillac XT5, ,  ,Term Based BN?,  
158,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,XTS,,,179660,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > XTS,Cadillac XTS, ,  ,Term Based BN?,  
159,100,US Motors,eBay Motors,Cars & Trucks,Cadillac,Other,,,6152,4,Leaf,eBay Motors > Cars & Trucks > Cadillac > Other,Other Cadillac Cars & Trucks, ,  ,Term Based BN?,  
160,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,,,,5346,3,Parent,eBay Motors > Cars & Trucks > Chevrolet,Chevrolet Cars & Trucks, ,  ,Term Based BN?,  
161,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Astro,,,6159,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Astro,Chevrolet Astro, ,  ,Term Based BN?,  
162,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Avalanche,,,34429,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Avalanche,Chevrolet Avalanche, ,  ,Term Based BN?,  
163,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Aveo,,,124118,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Aveo,Chevrolet Aveo, ,  ,Term Based BN?,  
164,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Bel Air/150/210,,,6160,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Bel Air/150/210,Chevrolet Bel Air/150/210, ,  ,Term Based BN?,  
165,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Beretta,,,179860,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Beretta,Chevrolet Beretta, ,  ,Term Based BN?,  
166,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Blazer,,,6154,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Blazer,Chevrolet Blazer, ,  ,Term Based BN?,  
167,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,C/K Pickup 1500,,,90965,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > C/K Pickup 1500,Chevrolet C/K Pickup 1500, ,  ,Term Based BN?,  
168,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,C/K Pickup 2500,,,90966,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > C/K Pickup 2500,Chevrolet C/K Pickup 2500, ,  ,Term Based BN?,  
169,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,C/K Pickup 3500,,,90967,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > C/K Pickup 3500,Chevrolet C/K Pickup 3500, ,  ,Term Based BN?,  
170,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,C-10,,,39409,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > C-10,Chevrolet C-10, ,  ,Term Based BN?,  
171,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Camaro,,,6161,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Camaro,Chevrolet Camaro, ,  ,Term Based BN?,  
172,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Caprice,,,6162,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Caprice,Chevrolet Caprice, ,  ,Term Based BN?,  
173,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Captiva Sport,,,178883,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Captiva Sport,Chevrolet Captiva Sport, ,  ,Term Based BN?,  
174,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Cavalier,,,6163,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Cavalier,Chevrolet Cavalier, ,  ,Term Based BN?,  
175,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Chevelle,,,6164,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Chevelle,Chevrolet Chevelle, ,  ,Term Based BN?,  
176,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Cheyenne,,,39410,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Cheyenne,Chevrolet Cheyenne, ,  ,Term Based BN?,  
177,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Cobalt,,,116476,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Cobalt,Chevrolet Cobalt, ,  ,Term Based BN?,  
178,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Colorado,,,90968,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Colorado,Chevrolet Colorado, ,  ,Term Based BN?,  
179,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Corsica,,,6166,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Corsica,Chevrolet Corsica, ,  ,Term Based BN?,  
180,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Corvair,,,6167,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Corvair,Chevrolet Corvair, ,  ,Term Based BN?,  
181,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Corvette,,,6168,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Corvette,Chevrolet Corvette, ,  ,Term Based BN?,  
182,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Cruze,,,172519,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Cruze,Chevrolet Cruze, ,  ,Term Based BN?,  
183,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,El Camino,,,6153,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > El Camino,Chevrolet El Camino, ,  ,Term Based BN?,  
184,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Equinox,,,116477,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Equinox,Chevrolet Equinox, ,  ,Term Based BN?,  
185,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Express,,,6158,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Express,Chevrolet Express, ,  ,Term Based BN?,  
186,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,G20 Van,,,39411,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > G20 Van,Chevrolet G20 Van, ,  ,Term Based BN?,  
187,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,HHR,,,124119,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > HHR,Chevrolet HHR, ,  ,Term Based BN?,  
188,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Impala,,,6169,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Impala,Chevrolet Impala, ,  ,Term Based BN?,  
189,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Lumina,,,6157,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Lumina,Chevrolet Lumina, ,  ,Term Based BN?,  
190,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Malibu,,,6170,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Malibu,Chevrolet Malibu, ,  ,Term Based BN?,  
191,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Monte Carlo,,,6171,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Monte Carlo,Chevrolet Monte Carlo, ,  ,Term Based BN?,  
192,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Nomad,,,179861,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Nomad,Chevrolet Nomad, ,  ,Term Based BN?,  
193,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Nova,,,6172,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Nova,Chevrolet Nova, ,  ,Term Based BN?,  
194,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Prizm,,,179862,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Prizm,Chevrolet Prizm, ,  ,Term Based BN?,  
195,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,S-10,,,13488,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > S-10,Chevrolet S-10, ,  ,Term Based BN?,  
196,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Silverado 1500,,,13487,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Silverado 1500,Chevrolet Silverado 1500, ,  ,Term Based BN?,  
197,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Silverado 2500,,,90969,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Silverado 2500,Chevrolet Silverado 2500, ,  ,Term Based BN?,  
198,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Silverado 3500,,,90970,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Silverado 3500,Chevrolet Silverado 3500, ,  ,Term Based BN?,  
199,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Sonic,,,175856,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Sonic,Chevrolet Sonic, ,  ,Term Based BN?,  
200,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Spark,,,178884,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Spark,Chevrolet Spark, ,  ,Term Based BN?,  
201,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,SS,,,180522,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > SS,Chevrolet SS, ,  ,Term Based BN?,  
202,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,SSR,,,90971,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > SSR,Chevrolet SSR, ,  ,Term Based BN?,  
203,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Suburban,,,6155,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Suburban,Chevrolet Suburban, ,  ,Term Based BN?,  
204,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Tahoe,,,6156,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Tahoe,Chevrolet Tahoe, ,  ,Term Based BN?,  
205,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Tracker,,,43904,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Tracker,Chevrolet Tracker, ,  ,Term Based BN?,  
206,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Trailblazer,,,34430,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Trailblazer,Chevrolet Trailblazer, ,  ,Term Based BN?,  
207,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Traverse,,,166650,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Traverse,Chevrolet Traverse, ,  ,Term Based BN?,  
208,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Trax,,,183558,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Trax,Chevrolet Trax, ,  ,Term Based BN?,  
209,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Uplander,,,133186,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Uplander,Chevrolet Uplander, ,  ,Term Based BN?,  
210,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Venture,,,39412,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Venture,Chevrolet Venture, ,  ,Term Based BN?,  
211,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Volt,,,173650,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Volt,Chevrolet Volt, ,  ,Term Based BN?,  
212,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Other,,,6173,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Other,Other Chevrolet Cars & Trucks, ,  ,Term Based BN?,  
213,100,US Motors,eBay Motors,Cars & Trucks,Chevrolet,Other Pickups,,,5348,4,Leaf,eBay Motors > Cars & Trucks > Chevrolet > Other Pickups,Other Chevrolet Pickups, ,  ,Term Based BN?,  
214,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,,,,5351,3,Parent,eBay Motors > Cars & Trucks > Chrysler,Chrysler Cars & Trucks, ,  ,Term Based BN?,  
215,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,200 Series,,,172520,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > 200 Series,Chrysler 200 Series, ,  ,Term Based BN?,  
216,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,300 Series,,,6175,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > 300 Series,Chrysler 300 Series, ,  ,Term Based BN?,  
217,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Aspen,,,150111,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Aspen,Chrysler Aspen, ,  ,Term Based BN?,  
218,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Cirrus,,,6174,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Cirrus,Chrysler Cirrus, ,  ,Term Based BN?,  
219,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Concorde,,,31828,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Concorde,Chrysler Concorde, ,  ,Term Based BN?,  
220,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Cordoba,,,179863,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Cordoba,Chrysler Cordoba, ,  ,Term Based BN?,  
221,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Crossfire,,,80734,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Crossfire,Chrysler Crossfire, ,  ,Term Based BN?,  
222,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Imperial,,,43905,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Imperial,Chrysler Imperial, ,  ,Term Based BN?,  
223,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,LeBaron,,,6177,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > LeBaron,Chrysler LeBaron, ,  ,Term Based BN?,  
224,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,LHS,,,6176,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > LHS,Chrysler LHS, ,  ,Term Based BN?,  
225,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,New Yorker,,,6178,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > New Yorker,Chrysler New Yorker, ,  ,Term Based BN?,  
226,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Newport,,,43906,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Newport,Chrysler Newport, ,  ,Term Based BN?,  
227,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Pacifica,,,106999,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Pacifica,Chrysler Pacifica, ,  ,Term Based BN?,  
228,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Prowler,,,15284,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Prowler,Chrysler Prowler, ,  ,Term Based BN?,  
229,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,PT Cruiser,,,15285,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > PT Cruiser,Chrysler PT Cruiser, ,  ,Term Based BN?,  
230,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Royal,,,6179,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Royal,Chrysler Royal, ,  ,Term Based BN?,  
231,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Saratoga,,,175857,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Saratoga,Chrysler Saratoga, ,  ,Term Based BN?,  
232,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Sebring,,,6180,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Sebring,Chrysler Sebring, ,  ,Term Based BN?,  
233,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Town & Country,,,5352,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Town & Country,Chrysler Town & Country, ,  ,Term Based BN?,  
234,100,US Motors,eBay Motors,Cars & Trucks,Chrysler,Other,,,6181,4,Leaf,eBay Motors > Cars & Trucks > Chrysler > Other,Other Chrysler Cars & Trucks, ,  ,Term Based BN?,  
235,100,US Motors,eBay Motors,Cars & Trucks,Citroën,,,,180056,3,Leaf,eBay Motors > Cars & Trucks > Citroën,Citroën Cars & Trucks, ,  ,Term Based BN?,  
236,100,US Motors,eBay Motors,Cars & Trucks,Cord,,,,6185,3,Leaf,eBay Motors > Cars & Trucks > Cord,Cord Cars & Trucks, ,  ,Term Based BN?,  
237,100,US Motors,eBay Motors,Cars & Trucks,Daewoo,,,,157064,3,Parent,eBay Motors > Cars & Trucks > Daewoo,Daewoo Cars & Trucks, ,  ,Term Based BN?,  
238,100,US Motors,eBay Motors,Cars & Trucks,Daewoo,Lanos,,,157065,4,Leaf,eBay Motors > Cars & Trucks > Daewoo > Lanos,Daewoo Lanos, ,  ,Term Based BN?,  
239,100,US Motors,eBay Motors,Cars & Trucks,Daewoo,Leganza,,,157066,4,Leaf,eBay Motors > Cars & Trucks > Daewoo > Leganza,Daewoo Leganza, ,  ,Term Based BN?,  
240,100,US Motors,eBay Motors,Cars & Trucks,Daewoo,Nubira,,,179929,4,Leaf,eBay Motors > Cars & Trucks > Daewoo > Nubira,Daewoo Nubira, ,  ,Term Based BN?,  
241,100,US Motors,eBay Motors,Cars & Trucks,Daewoo,Other,,,12478,4,Leaf,eBay Motors > Cars & Trucks > Daewoo > Other,Other Daewoo Cars & Trucks, ,  ,Term Based BN?,  
242,100,US Motors,eBay Motors,Cars & Trucks,Daihatsu,,,,179930,3,Parent,eBay Motors > Cars & Trucks > Daihatsu,Daihatsu Cars & Trucks, ,  ,Term Based BN?,  
243,100,US Motors,eBay Motors,Cars & Trucks,Daihatsu,Charade,,,179931,4,Leaf,eBay Motors > Cars & Trucks > Daihatsu > Charade,Daihatsu Charade, ,  ,Term Based BN?,  
244,100,US Motors,eBay Motors,Cars & Trucks,Daihatsu,Other,,,180897,4,Leaf,eBay Motors > Cars & Trucks > Daihatsu > Other,Other Daihatsu Cars & Trucks, ,  ,Term Based BN?,  
245,100,US Motors,eBay Motors,Cars & Trucks,Datsun,,,,6186,3,Parent,eBay Motors > Cars & Trucks > Datsun,Datsun Cars & Trucks, ,  ,Term Based BN?,  
246,100,US Motors,eBay Motors,Cars & Trucks,Datsun,Z-Series,,,6187,4,Leaf,eBay Motors > Cars & Trucks > Datsun > Z-Series,Datsun Z-Series, ,  ,Term Based BN?,  
247,100,US Motors,eBay Motors,Cars & Trucks,Datsun,Other,,,6188,4,Leaf,eBay Motors > Cars & Trucks > Datsun > Other,Other Datsun Cars & Trucks, ,  ,Term Based BN?,  
248,100,US Motors,eBay Motors,Cars & Trucks,De Tomaso,,,,179864,3,Parent,eBay Motors > Cars & Trucks > De Tomaso,De Tomaso Cars & Trucks, ,  ,Term Based BN?,  
249,100,US Motors,eBay Motors,Cars & Trucks,De Tomaso,Mangusta,,,179865,4,Leaf,eBay Motors > Cars & Trucks > De Tomaso > Mangusta,De Tomaso Mangusta, ,  ,Term Based BN?,  
250,100,US Motors,eBay Motors,Cars & Trucks,De Tomaso,Other,,,180895,4,Leaf,eBay Motors > Cars & Trucks > De Tomaso > Other,Other De Tomaso Cars & Trucks, ,  ,Term Based BN?,  
251,100,US Motors,eBay Motors,Cars & Trucks,DeLorean,,,,31830,3,Leaf,eBay Motors > Cars & Trucks > DeLorean,DeLorean Cars & Trucks, ,  ,Term Based BN?,  
252,100,US Motors,eBay Motors,Cars & Trucks,DeSoto,,,,6190,3,Leaf,eBay Motors > Cars & Trucks > DeSoto,DeSoto Cars & Trucks, ,  ,Term Based BN?,  
253,100,US Motors,eBay Motors,Cars & Trucks,Dodge,,,,6191,3,Parent,eBay Motors > Cars & Trucks > Dodge,Dodge Cars & Trucks, ,  ,Term Based BN?,  
254,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Avenger,,,43907,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Avenger,Dodge Avenger, ,  ,Term Based BN?,  
255,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Caliber,,,140211,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Caliber,Dodge Caliber, ,  ,Term Based BN?,  
256,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Caravan,,,6193,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Caravan,Dodge Caravan, ,  ,Term Based BN?,  
257,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Challenger,,,6198,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Challenger,Dodge Challenger, ,  ,Term Based BN?,  
258,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Charger,,,6199,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Charger,Dodge Charger, ,  ,Term Based BN?,  
259,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Colt,,,179867,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Colt,Dodge Colt, ,  ,Term Based BN?,  
260,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Coronet,,,6200,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Coronet,Dodge Coronet, ,  ,Term Based BN?,  
261,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Dakota,,,6196,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Dakota,Dodge Dakota, ,  ,Term Based BN?,  
262,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Dart,,,6201,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Dart,Dodge Dart, ,  ,Term Based BN?,  
263,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Daytona,,,179868,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Daytona,Dodge Daytona, ,  ,Term Based BN?,  
264,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Durango,,,6192,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Durango,Dodge Durango, ,  ,Term Based BN?,  
265,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Dynasty,,,179869,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Dynasty,Dodge Dynasty, ,  ,Term Based BN?,  
266,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Grand Caravan,,,6194,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Grand Caravan,Dodge Grand Caravan, ,  ,Term Based BN?,  
267,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Intrepid,,,6202,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Intrepid,Dodge Intrepid, ,  ,Term Based BN?,  
268,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Journey,,,162298,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Journey,Dodge Journey, ,  ,Term Based BN?,  
269,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Lancer,,,6203,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Lancer,Dodge Lancer, ,  ,Term Based BN?,  
270,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Magnum,,,84155,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Magnum,Dodge Magnum, ,  ,Term Based BN?,  
271,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Monaco,,,179870,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Monaco,Dodge Monaco, ,  ,Term Based BN?,  
272,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Neon,,,6204,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Neon,Dodge Neon, ,  ,Term Based BN?,  
273,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Nitro,,,149415,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Nitro,Dodge Nitro, ,  ,Term Based BN?,  
274,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Polara,,,179873,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Polara,Dodge Polara, ,  ,Term Based BN?,  
275,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Power Wagon,,,39413,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Power Wagon,Dodge Power Wagon, ,  ,Term Based BN?,  
276,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Ram 1500,,,31831,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Ram 1500,Dodge Ram 1500, ,  ,Term Based BN?,  
277,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Ram 2500,,,119143,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Ram 2500,Dodge Ram 2500, ,  ,Term Based BN?,  
278,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Ram 3500,,,119144,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Ram 3500,Dodge Ram 3500, ,  ,Term Based BN?,  
279,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Ram 4500,,,169338,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Ram 4500,Dodge Ram 4500, ,  ,Term Based BN?,  
280,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Ram 5500,,,169339,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Ram 5500,Dodge Ram 5500, ,  ,Term Based BN?,  
281,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Ram Van,,,6195,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Ram Van,Dodge Ram Van, ,  ,Term Based BN?,  
282,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Ramcharger,,,179871,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Ramcharger,Dodge Ramcharger, ,  ,Term Based BN?,  
283,100,US Motors,eBay Motors,Cars & Trucks,Dodge,Shadow,,,6205,4,Leaf,eBay Motors > Cars & Trucks > Dodge > Shadow,Dodge Shadow, ,  ,Term Based BN?,  
